name,organizer_facebook,organizer_name,organizer_website,organizer_twitter,first_performer,second_performer,timezone,id,start_date,start_time,end_date,end_time,summary,city,country,region,localized_address_display,postal_code,street_address,latitude,longitude,images,listing_url
"The Hardest Out 2022 - Roney, Pound Banga & 420Klick Oshawa Live",,No Limit Of The North Entertainment,,,,,America/Toronto,354675212107,2022-08-06,20:30,2022-08-07,00:30,"The Hardest Out Tour has been brought to you by : Mohawk Medibels, LeafyThings, Zillionaire Vape & No Limit of the North Entertainment Inc",Whitby,CA,ON,"11-1801 Dundas Street East, Whitby, ON L1N 7C5",L1N 7C5,11-1801 Dundas Street East,43.8866567,-78.90402499999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F302038249%2F959799703663%2F1%2Foriginal.20220613-155708?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C403%2C3000%2C1500&s=b26ee60a1b03b73e493c18163ff7ebed,https://www.eventbrite.ca/e/the-hardest-out-2022-roney-pound-banga-420klick-oshawa-live-tickets-354675212107
The Sheepdogs,,The Empire Theatre,https://theempiretheatre.com/,,The Sheepdogs,,America/Toronto,302964875097,2022-10-14,20:00,2022-10-14,22:30,The Sheepdogs,Belleville,CA,ON,"321 Front St., Belleville, ON K8N 2Z9",K8N 2Z9,321 Front St.,44.167230,-77.385605,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F251663099%2F266624675939%2F1%2Foriginal.20220321-192900?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=4c9b511119b8cf1a5e0f0ba35c7318fc,https://www.eventbrite.ca/e/the-sheepdogs-tickets-302964875097
The Sheepdogs,,The Empire Theatre,https://theempiretheatre.com/,,The Sheepdogs,,America/Toronto,302964875097,2022-10-14,20:00,2022-10-14,22:30,The Sheepdogs,Belleville,CA,ON,"321 Front St., Belleville, ON K8N 2Z9",K8N 2Z9,321 Front St.,44.167230,-77.385605,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F251663099%2F266624675939%2F1%2Foriginal.20220321-192900?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=4c9b511119b8cf1a5e0f0ba35c7318fc,https://www.eventbrite.ca/e/the-sheepdogs-tickets-302964875097
The Sheepdogs,,The Empire Theatre,https://theempiretheatre.com/,,The Sheepdogs,,America/Toronto,302964875097,2022-10-14,20:00,2022-10-14,22:30,The Sheepdogs,Belleville,CA,ON,"321 Front St., Belleville, ON K8N 2Z9",K8N 2Z9,321 Front St.,44.167230,-77.385605,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F251663099%2F266624675939%2F1%2Foriginal.20220321-192900?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=4c9b511119b8cf1a5e0f0ba35c7318fc,https://www.eventbrite.ca/e/the-sheepdogs-tickets-302964875097
Cuban Friday: Charangon del Norte + DJ Suave!,ilovelula,Lula Lounge / Lula Music & Arts Centre,https://lula.ca,lulalounge,Charangon Del Norte,,America/Toronto,346986093747,2022-07-01,19:00,2022-07-01,23:55,"Every Friday we take a vacation to Havana, where rhythms are hot and the mojitos, live music, dance lessons and djs are  perfect.",Toronto,CA,ON,"1585 Dundas Street West, Toronto, ON M6K 1T9",M6K 1T9,1585 Dundas Street West,43.6496464,-79.4345494,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F289454419%2F297876187843%2F1%2Foriginal.20220523-063544?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=606ca60e25d00a181741c5f9693eb504,https://www.eventbrite.ca/e/cuban-friday-charangon-del-norte-dj-suave-tickets-346986093747
Cuban Friday: Charangon del Norte + DJ Suave!,ilovelula,Lula Lounge / Lula Music & Arts Centre,https://lula.ca,lulalounge,Charangon Del Norte,,America/Toronto,346986093747,2022-07-01,19:00,2022-07-01,23:55,"Every Friday we take a vacation to Havana, where rhythms are hot and the mojitos, live music, dance lessons and djs are  perfect.",Toronto,CA,ON,"1585 Dundas Street West, Toronto, ON M6K 1T9",M6K 1T9,1585 Dundas Street West,43.6496464,-79.4345494,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F289454419%2F297876187843%2F1%2Foriginal.20220523-063544?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=606ca60e25d00a181741c5f9693eb504,https://www.eventbrite.ca/e/cuban-friday-charangon-del-norte-dj-suave-tickets-346986093747
Gord Sinclair,noisemaker_mgmt,Noisemaker Presents,https://www.noisemaker.ca,noisemaker_mgmt,Gord Sinclair,,America/Toronto,330119264607,2022-07-25,19:00,2022-07-25,22:00,Join us for an exclusive concert with Gord Sinclair at the Royal Botanical Gardens!,Burlington,CA,ON,"680 Plains Rd W, Burlington, ON L7T 4H4",L7T 4H4,680 Plains Rd W,43.2910864,-79.8765835,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F304238929%2F855801355723%2F1%2Foriginal.20220616-164546?w=400&auto=format%2Ccompress&q=75&sharp=10&s=45a8fde5e2de9efd7b30b18320ae7acf,https://www.eventbrite.ca/e/gord-sinclair-tickets-330119264607
Last Last,,Sir Horsfall x Sir Luxèr,,,,,America/Toronto,353406948697,2022-06-30,22:30,2022-07-01,04:00,"Summer has no ceiling and its a time to get excited about the warm weather, enjoy good music and have a good time with good people.",Vaughan,CA,ON,"2220 Highway 7, Vaughan, ON L4K 1W7",L4K 1W7,2220 Highway 7,43.80125530000001,-79.49803639999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F302452409%2F873083227903%2F1%2Foriginal.20220614-035056?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=4%2C0%2C2160%2C1080&s=deb105a96d2adc397431d46195022153,https://www.eventbrite.ca/e/last-last-tickets-353406948697
Friday Night Karaoke @ Orleans Bowling Centre!,ottawa.karaoke.nights,Ottawa Karaoke Nights,,,,,America/Toronto,293653213667,2022-07-01,21:30,2022-07-02,01:30,"KARAOKE STARTS @ 9:30PM EVERY WEEK!
Pool Tables available for hourly play.
Glow & Bowl available after 10PM.
Bar & Kitchen open until 1AM.",Ottawa,CA,ON,"885 Taylor Creek Drive, Ottawa, ON K4A 0Z9",K4A 0Z9,885 Taylor Creek Drive,45.49280599999999,-75.4816561,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F243925099%2F330048111845%2F1%2Foriginal.20220309-082741?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=ee33b38251c33ba6acc43bc63fcb1830,https://www.eventbrite.ca/e/friday-night-karaoke-orleans-bowling-centre-tickets-293653213667
Friday Night Karaoke @ Orleans Bowling Centre!,ottawa.karaoke.nights,Ottawa Karaoke Nights,,,,,America/Toronto,293653213667,2022-07-01,21:30,2022-07-02,01:30,"KARAOKE STARTS @ 9:30PM EVERY WEEK!
Pool Tables available for hourly play.
Glow & Bowl available after 10PM.
Bar & Kitchen open until 1AM.",Ottawa,CA,ON,"885 Taylor Creek Drive, Ottawa, ON K4A 0Z9",K4A 0Z9,885 Taylor Creek Drive,45.49280599999999,-75.4816561,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F243925099%2F330048111845%2F1%2Foriginal.20220309-082741?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=ee33b38251c33ba6acc43bc63fcb1830,https://www.eventbrite.ca/e/friday-night-karaoke-orleans-bowling-centre-tickets-293653213667
Boy & Bear,sonicunyonrecords,Sonic Unyon,http://www.sonicunyon.com,sonicunyon,Boy & Bear,Handsome Ghost,America/Toronto,315009651347,2022-09-27,20:00,2022-09-27,23:55,Boy & Bear State Of Flight Tour — Live at Bridgeworks!,Hamilton,CA,ON,"200 Caroline St. N. (off Barton St. W.), Hamilton, ON L8R 0A6",L8R 0A6,200 Caroline St. N. (off Barton St. W.),43.2646485,-79.8725989,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F261436189%2F301977967712%2F1%2Foriginal.20220406-011317?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=6ff5d556890a1684e2123632aa56e02d,https://www.eventbrite.ca/e/boy-bear-tickets-315009651347
Killarney Music Festival,,Killarney Mountain Lodge,,,,,America/Toronto,337360934637,2022-08-26,19:00,2022-08-27,01:00,"Summer is not over yet!
Killarney Music Festival is back with a full roster of incredible Northern Ontario Bands.",Killarney,CA,ON,"37 Channel Street, Killarney, ON P0M 2A0",P0M 2A0,37 Channel Street,45.971275,-81.5155,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F282110009%2F821538372053%2F1%2Foriginal.20220510-164806?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C14%2C1200%2C600&s=5d9e24dbbc03a6c34b5bb25b034366ae,https://www.eventbrite.ca/e/killarney-music-festival-tickets-337360934637
Rick Fines,countybluesbarn,the county blues barn,http://www.countybluesbarn.com,,,,America/Toronto,343076118907,2022-07-09,19:00,2022-07-09,22:00,Rick Fines is a veteran blues man who has toured extensively around North America.,Hillier,CA,ON,"46 Stapleton Road, Hillier, ON K0K 2J0",K0K 2J0,46 Stapleton Road,43.9711721,-77.4624863,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F286340399%2F267213370153%2F1%2Foriginal.20220517-163906?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1200%2C600&s=73e7a83d62d3a5d7e39bed551133e916,https://www.eventbrite.ca/e/rick-fines-tickets-343076118907
Rick Fines,countybluesbarn,the county blues barn,http://www.countybluesbarn.com,,,,America/Toronto,343076118907,2022-07-09,19:00,2022-07-09,22:00,Rick Fines is a veteran blues man who has toured extensively around North America.,Hillier,CA,ON,"46 Stapleton Road, Hillier, ON K0K 2J0",K0K 2J0,46 Stapleton Road,43.9711721,-77.4624863,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F286340399%2F267213370153%2F1%2Foriginal.20220517-163906?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1200%2C600&s=73e7a83d62d3a5d7e39bed551133e916,https://www.eventbrite.ca/e/rick-fines-tickets-343076118907
"Ron The Baptist's ""We Wanna Dance Again"" Single Release Party",,Ron the Baptist,,,,,America/Toronto,339134890587,2022-07-08,20:00,2022-07-09,00:30,Picking up right where we left off. Are you ready to Dance Again?,Toronto,CA,ON,"1197 Dundas Street West, Toronto, ON M6J 1X3",M6J 1X3,1197 Dundas Street West,43.64926589999999,-79.4223321,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F283970899%2F345929186605%2F1%2Foriginal.20220512-173902?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C133%2C4032%2C2016&s=c396901c68e69dded300d5bf42fdebd7,https://www.eventbrite.ca/e/ron-the-baptists-we-wanna-dance-again-single-release-party-tickets-339134890587
Toronto International Samba Reggae Festival Launch + Pongo,ilovelula,Lula Lounge / Lula Music & Arts Centre,https://lula.ca,lulalounge,Pongo,,America/Toronto,354313078957,2022-07-14,19:30,2022-07-14,23:55,"A double concert night, featuring Mestre Memeu of Olodum and Adiana Portela followed by groundbreaking koduro artist, Pongo",Toronto,CA,ON,"1585 Dundas Street West, Toronto, ON M6K 1T9",M6K 1T9,1585 Dundas Street West,43.6496464,-79.4345494,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F299915109%2F297876187843%2F1%2Foriginal.20220609-040529?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=10%2C0%2C2160%2C1080&s=599e81cea2df5b48a2b81531b958f3c8,https://www.eventbrite.ca/e/toronto-international-samba-reggae-festival-launch-pongo-tickets-354313078957
ROCK THE BOAT - CANADA DAY LONG WEEKEND BOAT CRUISE,torontocaribana,CRYSTAL CLEAR ENT,,,,,America/Toronto,354282176527,2022-07-02,20:00,2022-07-03,01:00,ROCK THE BOAT - THE CANADA DAY WEEKEND BOAT CRUISE PARTY,Toronto,CA,ON,"176 Cherry Street, Toronto, ON M5A 1A4",M5A 1A4,176 Cherry Street,43.6397477,-79.35350849999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F294949679%2F217864821583%2F1%2Foriginal.20220601-000706?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=af8ed42f472dabaac48c12e0b1a7cf32,https://www.eventbrite.ca/e/rock-the-boat-canada-day-long-weekend-boat-cruise-tickets-354282176527
Lifelines for the Storms - East,,Summer Institute of Church Music,,,,,America/Toronto,278330573237,2022-07-03,14:00,2022-07-08,12:00,"A transformative and exciting professional development conference for church musicians, worship leaders, clergy and choristers.   July 2022",Whitby,CA,ON,"401 Reynolds Street, Whitby, ON L1N 3W9",L1N 3W9,401 Reynolds Street,43.8785173,-78.9328568,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F240877579%2F253813775003%2F1%2Foriginal.20220304-032758?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=a3f918d22fa845b85523947d35a0cd93,https://www.eventbrite.ca/e/lifelines-for-the-storms-east-registration-278330573237
"Falsifier with Born A New, Saltwound, Soulthief, Nylist at Brass Monkey",,Pandamonium Promotions,,,,,America/Toronto,354984467097,2022-07-13,18:30,2022-07-13,23:30,Pandamonium and The Diamond Mine Agency bring you Falsifier with Born A New and Saltwound for their North Hostility Tour at Brass Monkey!,Ottawa,CA,ON,"250 Greenbank Road, Ottawa, ON K2H 8X4",K2H 8X4,250 Greenbank Road,45.32533309999999,-75.7798238,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F296628879%2F869555465223%2F1%2Foriginal.20220603-125911?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1200%2C600&s=33bfe2d2c23e6b54d94f89d1725891a0,https://www.eventbrite.ca/e/falsifier-with-born-a-new-saltwound-soulthief-nylist-at-brass-monkey-tickets-354984467097
So Hard Done By - A Tribute to The Tragically Hip,,Lasso Live,,,,,America/Toronto,302918165387,2022-10-01,21:00,2022-10-02,02:00,A tribute to The Tragically Hip.  Doors open at 8pm Show starts at 9.  Get your tickets while they last!,Pembroke,CA,ON,"163 Pembroke Street West, Pembroke, ON K8A 5M9",K8A 5M9,163 Pembroke Street West,45.8253613,-77.1168259,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F251603769%2F868161525473%2F1%2Foriginal.20220321-182002?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C227%2C1170%2C585&s=fbf64592f87255d17734807aac502e46,https://www.eventbrite.ca/e/so-hard-done-by-a-tribute-to-the-tragically-hip-tickets-302918165387
JOYFUL JOYFUL w/Boy Runaway,,The John @ Sadleir House,https://sadleirhouse.ca,,,,America/Toronto,344232898867,2022-07-09,20:00,2022-07-10,00:00,Let's get inspirational,Peterborough,CA,ON,"751 George Street North, Peterborough, ON K9H 3T2",K9H 3T2,751 George Street North,44.3173426,-78.32010629999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F287082749%2F245576577437%2F1%2Foriginal.20220518-154905?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=0032152eb0153b8e5d38a2dec1ff66d5,https://www.eventbrite.ca/e/joyful-joyful-wboy-runaway-tickets-344232898867
Musica Ebraica presents We Rise Again,musicaebraica,Musica Ebraica of Ottawa,,,,,America/Toronto,334946603307,2022-06-29,19:30,2022-06-29,21:00,Musica Ebraica returns to the concert stage.,Ottawa,CA,ON,"1301 Prince of Wales Drive, Ottawa, ON K2C 1N2",K2C 1N2,1301 Prince of Wales Drive,45.3716119,-75.7063714,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F296273989%2F245085046639%2F1%2Foriginal.20220602-201810?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C8%2C1400%2C700&s=d89272f0dc2f6f61b1a42981c1d2b558,https://www.eventbrite.ca/e/musica-ebraica-presents-we-rise-again-tickets-334946603307
Musica Ebraica presents We Rise Again,musicaebraica,Musica Ebraica of Ottawa,,,,,America/Toronto,334946603307,2022-06-29,19:30,2022-06-29,21:00,Musica Ebraica returns to the concert stage.,Ottawa,CA,ON,"1301 Prince of Wales Drive, Ottawa, ON K2C 1N2",K2C 1N2,1301 Prince of Wales Drive,45.3716119,-75.7063714,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F296273989%2F245085046639%2F1%2Foriginal.20220602-201810?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C8%2C1400%2C700&s=d89272f0dc2f6f61b1a42981c1d2b558,https://www.eventbrite.ca/e/musica-ebraica-presents-we-rise-again-tickets-334946603307
Welcome to the jungle: Latin Edition | Long Weekend Thursday Party,,Dos Tequilas,,,,,America/Toronto,352529494207,2022-06-30,22:00,2022-07-01,02:00,Welcome to the jungle: Latin Edition | Long Weekend Thursday Party,Waterloo,CA,ON,"56 King Street North, Waterloo, ON N2J 2X1",N2J 2X1,56 King Street North,43.4669979,-80.5223347,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F293820489%2F238014548196%2F1%2Foriginal.20220530-112737?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C20%2C1024%2C512&s=9c53c3941107bf4726cec44c6f89ac1e,https://www.eventbrite.ca/e/welcome-to-the-jungle-latin-edition-long-weekend-thursday-party-tickets-352529494207
Felipe Gordon @ Handlebar - SECOND SHOW ADDED!,,Handlebar,https://thehandlebar.ca/,,,,America/Toronto,321472461787,2022-08-20,21:30,2022-08-21,04:30,Handlebar are delighted to present Felipe Gordon for the first time in Canada!,Toronto,CA,ON,"159 Augusta Avenue, Toronto, ON M5T 2L4",M5T 2L4,159 Augusta Avenue,43.652916,-79.4011013,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F282375969%2F897406003803%2F1%2Foriginal.20220510-224220?w=400&auto=format%2Ccompress&q=75&sharp=10&s=d54a525f14d29925f56782cef3c4d43b,https://www.eventbrite.ca/e/felipe-gordon-handlebar-second-show-added-tickets-321472461787
Songwriters Circle at The Registry Theatre,,,,,,,America/Toronto,329786419057,2022-08-06,19:00,2022-08-06,22:00,"A night of music, education, and emotional expression in the heart of Kitchener",Kitchener,CA,ON,"122 Frederick Street, Kitchener, ON N2H 2L9",N2H 2L9,122 Frederick Street,43.4519809,-80.4856714,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F287784349%2F137337993170%2F1%2Foriginal.20220519-144353?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1000%2C500&s=8c78672aadb56a8861093defb267581c,https://www.eventbrite.ca/e/songwriters-circle-at-the-registry-theatre-tickets-329786419057
Rage Against The Machine Tribute: No Shelter @ Supermarket Bar,noshelterto,No Shelter - Toronto's Tribute To Rage Against The Machine,,,,,America/Toronto,313643836157,2022-07-15,19:00,2022-07-15,22:30,Rage Against The Machine Tribute: No Shelter @ Supermarket Bar,Toronto,CA,ON,"Kensington Market 268 Augusta Avenue, Toronto, ON M5T 2L9",M5T 2L9,Kensington Market,43.6565869,-79.40310579999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F272127109%2F192548480070%2F1%2Foriginal.20220424-155843?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C5432%2C2716&s=d827289021ec8bcfe1873e2491fe9f01,https://www.eventbrite.ca/e/rage-against-the-machine-tribute-no-shelter-supermarket-bar-tickets-313643836157
Shakura S'Aida,countybluesbarn,the county blues barn,http://www.countybluesbarn.com,,,,America/Toronto,343090120787,2022-07-16,19:00,2022-07-16,22:00,"Shakura S'Aida is an internationally renowned blues, jazz and soul singer.",Hillier,CA,ON,"46 Stapleton Road, Hillier, ON K0K 2J0",K0K 2J0,46 Stapleton Road,43.9711721,-77.4624863,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F286353609%2F267213370153%2F1%2Foriginal.20220517-165457?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C40%2C1280%2C640&s=1c04699be894e96c77904e530dc63a52,https://www.eventbrite.ca/e/shakura-saida-tickets-343090120787
SEE YOU IN UTOPIA,UUINCollective/,UUIN COLLECTIVE,,@uuin.collective,,,America/Toronto,354362486737,2022-06-28,19:00,2022-06-28,22:30,Presenting a stage built to spotlight the next generation of emerging talent in Toronto.,Toronto,CA,ON,"1100 O'Connor Drive, Toronto, ON M4B 3L4",M4B 3L4,1100 O'Connor Drive,43.71099590000001,-79.30901719999997,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F297071669%2F286038920969%2F1%2Foriginal.20220604-071147?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=143%2C307%2C874%2C437&s=34712ec51a9230bf386773cfa4475411,https://www.eventbrite.ca/e/see-you-in-utopia-tickets-354362486737
INDUSTRY CARNIVAL,,Aaron CJ Hastings,,,,,America/Toronto,328497513907,2022-08-01,22:00,2022-08-02,03:00,THE CARNIVAL SEND OFF INDUSTRY STYLE JOIN US FOR THE CARIBANA SEND OFF INSIDE DAISY! GET ON THE GUEST LIST WHILE YOU CAN !,Toronto,CA,ON,"563 Queen Street West, Toronto, ON M5V 2B6",M5V 2B6,563 Queen Street West,43.64767310000001,-79.40055509999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F273860159%2F162438283840%2F1%2Foriginal.20220427-021931?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C298%2C1080%2C540&s=12bcd74d4b5394df32c948d100a7bd79,https://www.eventbrite.ca/e/industry-carnival-tickets-328497513907
Gord Sinclair,noisemaker_mgmt,Noisemaker Presents,https://www.noisemaker.ca,noisemaker_mgmt,Gord Sinclair,,America/Toronto,328483572207,2022-07-28,19:00,2022-07-28,22:00,Join us for the Summer Concert Series at Alton Mill Arts Centre!,Alton,CA,ON,"1402 Queen St W, Alton, ON L7K 0C4",L7K 0C4,1402 Queen St W,43.8585425,-80.07144650000001,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F304239489%2F855801355723%2F1%2Foriginal.20220616-164630?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C9000%2C4500&s=8de2966af017e00a66b62298ac5670b7,https://www.eventbrite.ca/e/gord-sinclair-tickets-328483572207
Gord Sinclair,noisemaker_mgmt,Noisemaker Presents,https://www.noisemaker.ca,noisemaker_mgmt,Gord Sinclair,,America/Toronto,328483572207,2022-07-28,19:00,2022-07-28,22:00,Join us for the Summer Concert Series at Alton Mill Arts Centre!,Alton,CA,ON,"1402 Queen St W, Alton, ON L7K 0C4",L7K 0C4,1402 Queen St W,43.8585425,-80.07144650000001,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F304239489%2F855801355723%2F1%2Foriginal.20220616-164630?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C9000%2C4500&s=8de2966af017e00a66b62298ac5670b7,https://www.eventbrite.ca/e/gord-sinclair-tickets-328483572207
Gord Sinclair,noisemaker_mgmt,Noisemaker Presents,https://www.noisemaker.ca,noisemaker_mgmt,Gord Sinclair,,America/Toronto,328483572207,2022-07-28,19:00,2022-07-28,22:00,Join us for the Summer Concert Series at Alton Mill Arts Centre!,Alton,CA,ON,"1402 Queen St W, Alton, ON L7K 0C4",L7K 0C4,1402 Queen St W,43.8585425,-80.07144650000001,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F304239489%2F855801355723%2F1%2Foriginal.20220616-164630?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C9000%2C4500&s=8de2966af017e00a66b62298ac5670b7,https://www.eventbrite.ca/e/gord-sinclair-tickets-328483572207
